bioguide_id,name_to_query,state_to_query,bioname_dwnom,first_congress,last_congress,state_dwnom_1,state_dwnom_2,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr,wikipedia_id,combined_name_govtrack,_merge
J000125,Dewey Johnson (Minnesota politician),MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000022,William J. Samford,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000361,Compton I. White,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y000028,Andrew Young,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000359,Cecil F. White,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M000411,John McDonald (Maryland politician),MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000264,M. Blaine Peterson,UT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000920,Thomas E. Stewart,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000260,John C. Kleczka,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000695,Ira W. Wood,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000587,Reid Ribble,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000650,James W. Wise,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M000294,William McAleer,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000356,Peter Kyros,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001173,Eric Massa,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000278,Joseph Crockett Shaffer,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000234,Andrew Jackson Kirk,KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000060,William Fletcher Sapp,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001198,Roger Marshall (politician),KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000273,Shirley Neil Pettis,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000278,Charles J. Knapp,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T000196,Charles Winston Thompson,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001013,Julius L. Strong,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M000502,William Robertson McKenney,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000569,Thomas M. Reynolds,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001219,Joseph Sempolinski,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000552,Winston L. Prouty,VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000215,Tim Penny,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000529,Theodore Lyman III,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000389,Alonzo C. Shuford,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001135,Michelle Steel,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000269,Augustus Herman Pettibone,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000374,Hays B. White,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000293,Darwin Phelps,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000148,Bill Paxon,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000131,William Augustus Reeder,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N000126,Michael N. Nolan,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000453,Norman Sisisky,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000057,Hosea Washington Parker,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000284,Charles Landon Knight,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q000016,Jack Quinn (politician),NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M000857,James Monroe (Ohio politician),OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000235,Ed Weber,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N000183,Glenn Nye,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000488,D. Lane Powers,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000544,George M. Pritchard,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000995,William Jennings Bryan,NE,William Jennings Bryan,52.0,53.0,NE,,Bryan,William,Jennings,,,,1860-03-19,M,rep,NE,1.0,,Democrat,,,,,,,,,,,,,,,,,401946.0,,,,1179.0,William Jennings Bryan,William Bryan,both
E000067,Edwin Edwards,LA,Edwin Washington Edwards,89.0,92.0,LA,,Edwards,Edwin,Washington,,,,1927-08-07,M,rep,LA,7.0,,Democrat,,,,,,,,,,,,,,,,,403760.0,,,,10787.0,Edwin Edwards,Edwin Edwards,both
G000596,Marjorie Taylor Greene,GA,Marjorie Taylor Greene,117.0,118.0,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
J000289,Jim Jordan (American politician),OH,Jim Jordan,110.0,118.0,OH,,Jordan,Jim,,,,Jim Jordan,1964-02-17,M,rep,OH,4.0,,Republican,https://jordan.house.gov,2056 Rayburn House Office Building Washington DC 20515-3504,202-225-2676,,http://jordan.house.gov/news/rss.aspx,Jim_Jordan,18166778.0,repjimjordan,RepJimJordan,UCPFBhS00ivPV585GlnNlyqA,,1868.0,N00027894,,H6OH04082,1022879.0,412226.0,8158.0,Jim Jordan,,20738.0,Jim Jordan (American politician),Jim Jordan,both
L000320,Charles August Lindbergh,MN,Charles August Lindbergh,60.0,64.0,MN,,Lindbergh,Charles,August,,,,1859-01-20,M,rep,MN,6.0,,Republican,,,,,,,,,,,,,,,,,406814.0,,,,5673.0,Charles August Lindbergh,Charles Lindbergh,both
M000122,Vito Marcantonio,NY,Vito Anthony Marcantonio,74.0,81.0,NY,,Marcantonio,Vito,Anthony,,,,1902-12-10,M,rep,NY,18.0,,American Labor,,,,,,,,,,,,,,,,,407146.0,,,,5974.0,Vito Marcantonio,Vito Marcantonio,both
P000583,Ron Paul,TX,Ronald Ernest Paul,94.0,112.0,TX,,Paul,Ronald,E.,,Ron,Ron Paul,1935-08-20,M,rep,TX,14.0,,Republican,http://www.house.gov/paul,203 Cannon HOB; Washington DC 20515-4314,202-225-2831,http://www.house.gov/paul/contact.shtml,,,,,,,,900.0,N00005906,,H6TX22101,45747.0,400311.0,296.0,,,14290.0,Ron Paul,Ronald Paul,both
S000033,Bernie Sanders,VT,Bernard Sanders,102.0,109.0,VT,,Sanders,Bernard,,,Bernie,Bernard Sanders,1941-09-08,M,sen,VT,,1.0,Independent,https://www.sanders.senate.gov,332 Dirksen Senate Office Building Washington DC 20510,202-224-5141,https://www.sanders.senate.gov/contact/,http://www.sanders.senate.gov/rss/,SenSanders,29442313.0,senatorsanders,senatorsanders,UCD_DaKNac0Ta-2PeHuoQ1uA,,1010.0,N00000528,S313,"H8VT01016,S4VT00033",994.0,400357.0,27110.0,Bernie Sanders,,29147.0,Bernie Sanders,Bernard Sanders,both
S000133,John G. Schmitz,CA,John George Schmitz,91.0,92.0,CA,,Schmitz,John,George,,,,1930-08-12,M,rep,CA,35.0,,Republican,,,,,,,,,,,,,,,,,409641.0,,,,12043.0,John G. Schmitz,John Schmitz,both
S000432,Jerry Simpson,KS,Jeremiah (Jerry) Simpson,52.0,55.0,KS,,Simpson,Jeremiah,,,Jerry,,1842-03-31,M,rep,KS,7.0,,Populist,,,,,,,,,,,,,,,,,409926.0,,,,8529.0,Jerry Simpson,Jeremiah Simpson,both
W000205,Thomas E. Watson,GA,Thomas Edward Watson,52.0,52.0,GA,,Watson,Thomas,Edward,,,,1856-09-05,M,sen,GA,,3.0,Democrat,,,,,,,,,,,,,,,,,411376.0,,,,9877.0,Thomas E. Watson,Thomas Watson,both
B001040,James Buffington (politician),MA,James Buffinton,34.0,44.0,MA,,Buffinton,James,,,,,1817-03-16,M,rep,MA,1.0,,Republican,,,,,,,,,,,,,,,,,401991.0,,,,1220.0,James Buffington (politician),James Buffinton,both
K000195,Carleton J. King,NY,Carleton James King,87.0,93.0,NY,,King,Carleton,James,,,,1904-06-15,M,rep,NY,29.0,,Republican,,,,,,,,,,,,634.0,,,,,406356.0,,,,10530.0,Carleton J. King,Carleton King,both
H000863,George Evan Howell,IL,George Evan Howell,77.0,80.0,IL,,Howell,George,Evan,,,,1905-09-21,M,rep,IL,21.0,,Republican,,,,,,,,,,,,,,,,,405710.0,,,,4648.0,George Evan Howell,George Howell,both
J000122,Cave Johnson,TN,Cave Johnson,21.0,28.0,TN,,Johnson,Cave,,,,,1793-01-11,M,rep,TN,9.0,,Democrat,,,,,,,,,,,,,,,,,406022.0,,,,4945.0,Cave Johnson,Cave Johnson,both
S000941,Richard Stockton (U.S. senator),NJ,Richard Stockton,13.0,13.0,NJ,,Stockton,Richard,,,,,1764-04-17,M,rep,NJ,2.0,,Federalist,,,,,,,,,,,,,,,,,410400.0,,,,8964.0,Richard Stockton (U.S. senator),Richard Stockton,both
B000986,Henry Hunter Bryan,TN,Henry Hunter Bryan,16.0,17.0,TN,,Bryan,Henry,Hunter,,,,1786-02-23,M,rep,TN,6.0,,Republican,,,,,,,,,,,,,,,,,401938.0,,,,1171.0,Henry Hunter Bryan,Henry Bryan,both
B001175,Chester Pierce Butler,PA,Chester Pierce Butler,30.0,31.0,PA,,Butler,Chester,Pierce,,,,1798-03-21,M,rep,PA,11.0,,Whig,,,,,,,,,,,,,,,,,402117.0,,,,1336.0,Chester Pierce Butler,Chester Butler,both
F000297,Abiel Foster,NH,Abiel Foster,1.0,7.0,NH,,Foster,Abiel,,,,,1735-08-08,M,rep,NH,-1.0,,Federalist,,,,,,,,,,,,,,,,,404246.0,,,,3299.0,Abiel Foster,Abiel Foster,both
M000882,Malcolm A. Moody,OR,Malcolm Adelbert Moody,56.0,57.0,OR,,Moody,Malcolm,Adelbert,,,,1854-11-30,M,rep,OR,2.0,,Republican,,,,,,,,,,,,,,,,,407854.0,,,,6616.0,Malcolm A. Moody,Malcolm Moody,both
P000119,James T. Patterson (politician),CT,James Thomas Patterson,80.0,85.0,CT,,Patterson,James,Thomas,,,,1908-10-20,M,rep,CT,5.0,,Republican,,,,,,,,,,,,,,,,,408527.0,,,,7245.0,James T. Patterson (politician),James Patterson,both
B000919,Hank Brown,CO,George Hanks (Hank) Brown,97.0,101.0,CO,,Brown,George,Hanks,,Hank,,1940-02-12,M,sen,CO,,2.0,Republican,,,,,,,,,,,,135.0,,S214,,,401874.0,,,,14803.0,Hank Brown,George Brown,both
C000031,George Caldwell (politician),KY,George Alfred Caldwell,28.0,31.0,KY,,Caldwell,George,Alfred,,,,1814-10-18,M,rep,KY,4.0,,Democrat,,,,,,,,,,,,,,,,,402192.0,,,,1405.0,George Caldwell (politician),George Caldwell,both
L000457,Peter Early Love,GA,Peter Early Love,36.0,36.0,GA,,Love,Peter,Early,,,,1818-07-07,M,rep,GA,1.0,,Democrat,,,,,,,,,,,,,,,,,406946.0,,,,5793.0,Peter Early Love,Peter Love,both
C000716,Daniel Pope Cook,IL,Daniel Pope Cook,16.0,19.0,IL,,Cook,Daniel,Pope,,,,,M,rep,IL,1.0,,Adams,,,,,,,,,,,,,,,,,402839.0,,,,2015.0,Daniel Pope Cook,Daniel Cook,both
G000076,Muscoe Russell Hunter Garnett,VA,Muscoe Russell Hunter Garnett,34.0,36.0,VA,,Garnett,Muscoe,Russell Hunter,,,,1821-07-25,M,rep,VA,1.0,,Democrat,,,,,,,,,,,,,,,,,404448.0,,,,3484.0,Muscoe Russell Hunter Garnett,Muscoe Garnett,both
